Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
A20210100738,11/01/2021,Monday,Stop sign,T or staggered junction,Fatal,51.529183,Darkness - lights lit,Hammersmith and Fulham,None,-0.107604,3,3,Metropolitan Police,Frost or ice,Motorway,125,19:30,Urban,Fine no high winds,Motorcycle
A20210100739,12/01/2021,Tuesday,Give way or uncontrolled,Roundabout,Moderate,51.527934,Darkness - lights lit,Camden,None,-0.246314,3,2,Metropolitan Police,Snow,Dual carriageway,82,05:30,Rural,Raining no high winds,Bus
A20210100740,13/01/2021,Wednesday,Stop sign,T or staggered junction,Slight,51.419889,Daylight,Camden,None,-0.12624,1,2,Metropolitan Police,Frost or ice,Single carriageway,71,08:50,Rural,Fine no high winds,Motorcycle
A20210100741,14/01/2021,Thursday,Give way or uncontrolled,Roundabout,Slight,51.409374,Daylight,Kensington and Chelsea,None,-0.215769,1,3,Metropolitan Police,Dry,One way street,60,11:35,Urban,Fine no high winds,Motorcycle
A20210100742,15/01/2021,Friday,Give way or uncontrolled,Not at junction or within 20 metres,Slight,51.504957,Daylight,Westminster,None,-0.241689,1,1,Metropolitan Police,Wet or damp,Single carriageway,34,15:10,Urban,Fog or mist,Goods vehicle
A20210100743,16/01/2021,Saturday,Auto traffic signal,T or staggered junction,Moderate,51.508542,Darkness - lights lit,Camden,None,-0.173529,3,1,Metropolitan Police,Wet or damp,One way street,45,22:15,Suburban,Raining no high winds,Bus
A20210100744,17/01/2021,Sunday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.466555,Darkness - lights lit,Hammersmith and Fulham,None,-0.119863,1,2,Metropolitan Police,Dry,One way street,33,02:15,Urban,Raining no high winds,Bus
A20210100745,18/01/2021,Monday,Stop sign,T or staggered junction,Moderate,51.42565,Darkness - lights lit,Kensington and Chelsea,None,-0.21346,3,2,Metropolitan Police,Dry,Residential street,90,20:25,Rural,Fine no high winds,Car
A20210100746,19/01/2021,Tuesday,Auto traffic signal,Not at junction or within 20 metres,Fatal,51.405216,Darkness - lights lit,Westminster,None,-0.199026,3,1,Metropolitan Police,Dry,Dual carriageway,89,23:40,Rural,Fog or mist,Taxi/Private hire car
A20210100747,20/01/2021,Wednesday,Stop sign,T or staggered junction,Fatal,51.497136,Darkness - lights lit,Hammersmith and Fulham,None,-0.20929,3,2,Metropolitan Police,Snow,Roundabout,87,23:30,Rural,Storm,Taxi/Private hire car
A20210100748,21/01/2021,Thursday,Give way or uncontrolled,Not at junction or within 20 metres,Slight,51.438567,Daylight,Hammersmith and Fulham,None,-0.202099,1,3,Metropolitan Police,Dry,Residential street,40,07:35,Urban,Fog or mist,Bus
A20210100749,22/01/2021,Friday,Give way or uncontrolled,Roundabout,Moderate,51.507857,Daylight,Westminster,None,-0.163113,3,3,Metropolitan Police,Snow,Dual carriageway,92,13:15,Rural,Raining no high winds,Bus
A20210100750,23/01/2021,Saturday,Give way or uncontrolled,T or staggered junction,Moderate,51.540225,Darkness - lights lit,Kensington and Chelsea,None,-0.233317,3,4,Metropolitan Police,Snow,Dual carriageway,85,04:45,Urban,Fine no high winds,Goods vehicle
A20210100751,24/01/2021,Sunday,Give way or uncontrolled,T or staggered junction,Moderate,51.482384,Darkness - lights lit,Hammersmith and Fulham,None,-0.115318,3,3,Metropolitan Police,Wet or damp,One way street,53,01:30,Rural,Raining no high winds,Motorcycle
A20210100752,25/01/2021,Monday,Stop sign,T or staggered junction,Moderate,51.4118,Daylight,Camden,None,-0.108013,3,4,Metropolitan Police,Frost or ice,Single carriageway,86,10:25,Rural,Fine no high winds,Motorcycle
A20210100753,26/01/2021,Tuesday,Stop sign,T or staggered junction,Moderate,51.424361,Darkness - lights lit,Kensington and Chelsea,None,-0.165031,3,3,Metropolitan Police,Frost or ice,One way street,57,05:55,Urban,Raining no high winds,Motorcycle
A20210100754,27/01/2021,Wednesday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.482828,Daylight,Hammersmith and Fulham,None,-0.214359,3,4,Metropolitan Police,Snow,Motorway,94,08:05,Urban,Fine no high winds,Taxi/Private hire car
A20210100755,28/01/2021,Thursday,Stop sign,Roundabout,Slight,51.415915,Darkness - lights lit,Camden,None,-0.233505,1,3,Metropolitan Police,Snow,Residential street,63,23:15,Suburban,Fine no high winds,Motorcycle
A20210100756,01/01/2021,Friday,Stop sign,Roundabout,Slight,51.422561,Daylight,Westminster,None,-0.171654,1,2,Metropolitan Police,Dry,Single carriageway,26,08:45,Urban,Snowing no high winds,Goods vehicle
A20210100757,02/01/2021,Saturday,Stop sign,Roundabout,Moderate,51.517134,Daylight,Westminster,None,-0.127034,3,3,Metropolitan Police,Dry,Dual carriageway,68,06:00,Suburban,Storm,Car
A20210100758,03/01/2021,Sunday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.526931,Darkness - lights lit,Kensington and Chelsea,None,-0.207661,3,3,Metropolitan Police,Snow,Single carriageway,27,04:20,Urban,Raining no high winds,Motorcycle
A20210100759,04/01/2021,Monday,Stop sign,Not at junction or within 20 metres,Fatal,51.450804,Darkness - lights lit,Kensington and Chelsea,None,-0.108131,3,1,Metropolitan Police,Wet or damp,Motorway,77,22:55,Rural,Raining no high winds,Taxi/Private hire car
A20210100760,05/01/2021,Tuesday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.479476,Daylight,Westminster,None,-0.228228,3,1,Metropolitan Police,Wet or damp,Single carriageway,64,06:20,Rural,Snowing no high winds,Car
A20210100761,06/01/2021,Wednesday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.460846,Darkness - lights lit,Westminster,None,-0.157966,1,4,Metropolitan Police,Wet or damp,Roundabout,22,22:10,Urban,Raining no high winds,Bus
A20210100762,07/01/2021,Thursday,Auto traffic signal,Roundabout,Moderate,51.415445,Daylight,Kensington and Chelsea,None,-0.105933,3,3,Metropolitan Police,Frost or ice,Roundabout,64,15:50,Suburban,Snowing no high winds,Motorcycle
A20210100763,08/01/2021,Friday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.420489,Daylight,Hammersmith and Fulham,None,-0.125581,1,4,Metropolitan Police,Frost or ice,One way street,27,14:25,Urban,Raining no high winds,Taxi/Private hire car
A20210100764,09/01/2021,Saturday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.450819,Daylight,Hammersmith and Fulham,None,-0.130555,1,4,Metropolitan Police,Frost or ice,Single carriageway,55,13:00,Urban,Fine no high winds,Bus
A20210100765,10/01/2021,Sunday,Stop sign,T or staggered junction,Moderate,51.485762,Daylight,Kensington and Chelsea,None,-0.10834,3,3,Metropolitan Police,Wet or damp,Motorway,103,10:50,Suburban,Fine no high winds,Goods vehicle
A20210100766,11/01/2021,Monday,Stop sign,T or staggered junction,Moderate,51.504789,Daylight,Westminster,None,-0.202064,3,2,Metropolitan Police,Wet or damp,One way street,80,12:05,Rural,Storm,Goods vehicle
A20210100767,12/01/2021,Tuesday,Stop sign,Not at junction or within 20 metres,Slight,51.439793,Darkness - lights lit,Kensington and Chelsea,None,-0.254228,1,1,Metropolitan Police,Dry,Single carriageway,41,05:25,Urban,Fog or mist,Goods vehicle
A20210100768,13/01/2021,Wednesday,Stop sign,T or staggered junction,Slight,51.405404,Daylight,Kensington and Chelsea,None,-0.129921,1,4,Metropolitan Police,Frost or ice,Single carriageway,34,09:00,Urban,Raining no high winds,Taxi/Private hire car
A20210100769,14/01/2021,Thursday,Auto traffic signal,T or staggered junction,Fatal,51.402359,Darkness - lights lit,Westminster,None,-0.244711,3,4,Metropolitan Police,Wet or damp,Motorway,120,02:05,Suburban,Snowing no high winds,Goods vehicle
A20210100770,15/01/2021,Friday,Auto traffic signal,Not at junction or within 20 metres,Moderate,51.492192,Darkness - lights lit,Hammersmith and Fulham,None,-0.213402,3,1,Metropolitan Police,Wet or damp,Dual carriageway,74,23:00,Suburban,Fog or mist,Motorcycle
A20210100771,16/01/2021,Saturday,Auto traffic signal,Not at junction or within 20 metres,Moderate,51.462983,Daylight,Camden,None,-0.137968,3,1,Metropolitan Police,Frost or ice,Residential street,57,17:40,Rural,Raining no high winds,Taxi/Private hire car
A20210100772,17/01/2021,Sunday,Auto traffic signal,T or staggered junction,Moderate,51.529549,Daylight,Kensington and Chelsea,None,-0.244738,3,2,Metropolitan Police,Wet or damp,Motorway,81,14:25,Rural,Fine no high winds,Motorcycle
A20210100773,18/01/2021,Monday,Auto traffic signal,Roundabout,Moderate,51.465897,Daylight,Camden,None,-0.126508,3,1,Metropolitan Police,Snow,Single carriageway,90,15:40,Rural,Fine no high winds,Goods vehicle
A20210100774,19/01/2021,Tuesday,Stop sign,T or staggered junction,Moderate,51.451494,Daylight,Hammersmith and Fulham,None,-0.177691,3,1,Metropolitan Police,Dry,Single carriageway,78,06:40,Rural,Snowing no high winds,Motorcycle
A20210100775,20/01/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Moderate,51.54168,Darkness - lights lit,Hammersmith and Fulham,None,-0.232684,3,4,Metropolitan Police,Wet or damp,Motorway,87,05:40,Rural,Fine no high winds,Goods vehicle
A20210100776,21/01/2021,Thursday,Stop sign,Roundabout,Slight,51.49021,Daylight,Westminster,None,-0.237357,1,2,Metropolitan Police,Snow,One way street,37,09:55,Urban,Fine no high winds,Goods vehicle
A20210100777,22/01/2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.45083,Daylight,Westminster,None,-0.235944,1,1,Metropolitan Police,Dry,Single carriageway,43,10:55,Rural,Raining no high winds,Bus
A20210100778,23/01/2021,Saturday,Stop sign,T or staggered junction,Slight,51.410684,Daylight,Westminster,None,-0.204807,1,1,Metropolitan Police,Wet or damp,One way street,37,14:25,Rural,Fine no high winds,Bus
A20210100779,24/01/2021,Sunday,Auto traffic signal,Not at junction or within 20 metres,Fatal,51.486563,Darkness - lights lit,Westminster,None,-0.247604,3,2,Metropolitan Police,Dry,Dual carriageway,84,23:20,Urban,Storm,Taxi/Private hire car
A20210100780,25/01/2021,Monday,Stop sign,Not at junction or within 20 metres,Slight,51.444358,Daylight,Hammersmith and Fulham,None,-0.226511,1,1,Metropolitan Police,Wet or damp,One way street,44,16:45,Urban,Fine no high winds,Taxi/Private hire car
A20210100781,26/01/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.481873,Darkness - lights lit,Hammersmith and Fulham,None,-0.191935,1,4,Metropolitan Police,Snow,Single carriageway,20,05:35,Urban,Fog or mist,Bus
A20210100782,27/01/2021,Wednesday,Auto traffic signal,Not at junction or within 20 metres,Moderate,51.412512,Daylight,Westminster,None,-0.107142,3,3,Metropolitan Police,Wet or damp,Dual carriageway,71,12:30,Rural,Fine no high winds,Motorcycle
A20210100783,28/01/2021,Thursday,Give way or uncontrolled,T or staggered junction,Fatal,51.538582,Darkness - lights lit,Hammersmith and Fulham,None,-0.136681,3,3,Metropolitan Police,Frost or ice,Motorway,102,21:05,Rural,Raining no high winds,Taxi/Private hire car
A20210100784,01/01/2021,Friday,Give way or uncontrolled,T or staggered junction,Moderate,51.470733,Daylight,Westminster,None,-0.259102,3,3,Metropolitan Police,Snow,Residential street,58,06:30,Rural,Snowing no high winds,Car
A20210100785,02/01/2021,Saturday,Auto traffic signal,Roundabout,Fatal,51.407027,Darkness - lights lit,Camden,None,-0.216132,3,1,Metropolitan Police,Dry,Dual carriageway,86,00:45,Suburban,Storm,Motorcycle
A20210100786,03/01/2021,Sunday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.543082,Daylight,Westminster,None,-0.147098,3,2,Metropolitan Police,Wet or damp,Dual carriageway,79,15:55,Suburban,Raining no high winds,Car
A20210100787,04/01/2021,Monday,Stop sign,Roundabout,Slight,51.557345,Darkness - lights lit,Westminster,None,-0.155183,1,1,Metropolitan Police,Snow,One way street,23,20:55,Urban,Snowing no high winds,Bus
A20210100788,05/01/2021,Tuesday,Auto traffic signal,Roundabout,Moderate,51.534035,Darkness - lights lit,Kensington and Chelsea,None,-0.249607,3,2,Metropolitan Police,Snow,Residential street,53,23:25,Suburban,Fine no high winds,Car
A20210100789,06/01/2021,Wednesday,Stop sign,T or staggered junction,Slight,51.449786,Darkness - lights lit,Camden,None,-0.241166,1,4,Metropolitan Police,Dry,Roundabout,46,22:40,Urban,Fine no high winds,Goods vehicle
A20210100790,07/01/2021,Thursday,Stop sign,T or staggered junction,Slight,51.522676,Darkness - lights lit,Kensington and Chelsea,None,-0.225196,1,3,Metropolitan Police,Frost or ice,Residential street,30,05:55,Suburban,Fine no high winds,Car
A20210100791,08/01/2021,Friday,Give way or uncontrolled,Roundabout,Moderate,51.408534,Darkness - lights lit,Camden,None,-0.231519,3,2,Metropolitan Police,Snow,Single carriageway,55,21:50,Suburban,Storm,Motorcycle
A20210100792,09/01/2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.478382,Darkness - lights lit,Camden,None,-0.204183,1,4,Metropolitan Police,Wet or damp,Residential street,36,05:20,Urban,Fine no high winds,Car
A20210100793,10/01/2021,Sunday,Stop sign,Roundabout,Moderate,51.433192,Daylight,Camden,None,-0.245479,3,2,Metropolitan Police,Snow,Single carriageway,58,18:15,Suburban,Raining no high winds,Taxi/Private hire car
A20210100794,11/01/2021,Monday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.451679,Darkness - lights lit,Hammersmith and Fulham,None,-0.154671,1,1,Metropolitan Police,Snow,One way street,31,21:50,Urban,Fine no high winds,Car
A20210100795,12/01/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Moderate,51.546104,Daylight,Camden,None,-0.233961,3,2,Metropolitan Police,Dry,One way street,61,13:35,Rural,Snowing no high winds,Motorcycle
A20210100796,13/01/2021,Wednesday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.454061,Daylight,Hammersmith and Fulham,None,-0.211972,1,2,Metropolitan Police,Dry,Dual carriageway,60,13:55,Suburban,Raining no high winds,Motorcycle
A20210100797,14/01/2021,Thursday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.554438,Daylight,Westminster,None,-0.107761,1,2,Metropolitan Police,Wet or damp,Dual carriageway,77,18:00,Urban,Fine no high winds,Bus
A20210100798,15/01/2021,Friday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.423599,Darkness - lights lit,Westminster,None,-0.211795,3,1,Metropolitan Police,Wet or damp,One way street,71,04:25,Rural,Fine no high winds,Taxi/Private hire car
A20210100799,16/01/2021,Saturday,Give way or uncontrolled,Roundabout,Fatal,51.415986,Darkness - lights lit,Hammersmith and Fulham,None,-0.148195,3,4,Metropolitan Police,Frost or ice,Motorway,98,04:50,Suburban,Raining no high winds,Motorcycle
A20210100800,17/01/2021,Sunday,Auto traffic signal,Not at junction or within 20 metres,Moderate,51.51686,Darkness - lights lit,Hammersmith and Fulham,None,-0.16449,3,1,Metropolitan Police,Snow,One way street,50,04:25,Rural,Fog or mist,Motorcycle
A20210100801,18/01/2021,Monday,Stop sign,T or staggered junction,Moderate,51.497691,Darkness - lights lit,Hammersmith and Fulham,None,-0.113666,3,2,Metropolitan Police,Wet or damp,One way street,56,19:10,Rural,Storm,Motorcycle
A20210100802,19/01/2021,Tuesday,Auto traffic signal,Roundabout,Slight,51.508044,Daylight,Hammersmith and Fulham,None,-0.254428,1,4,Metropolitan Police,Wet or damp,Dual carriageway,72,10:30,Urban,Fine no high winds,Taxi/Private hire car
A20210100803,20/01/2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.425741,Darkness - lights lit,Westminster,None,-0.168051,1,4,Metropolitan Police,Frost or ice,One way street,26,02:25,Urban,Raining no high winds,Car
A20210100804,21/01/2021,Thursday,Stop sign,T or staggered junction,Moderate,51.496582,Darkness - lights lit,Hammersmith and Fulham,None,-0.17967,3,4,Metropolitan Police,Snow,Single carriageway,47,01:20,Urban,Storm,Goods vehicle
A20210100805,22/01/2021,Friday,Give way or uncontrolled,Roundabout,Slight,51.551712,Daylight,Camden,None,-0.228382,1,4,Metropolitan Police,Frost or ice,Single carriageway,65,13:40,Suburban,Fine no high winds,Car
A20210100806,23/01/2021,Saturday,Auto traffic signal,Roundabout,Moderate,51.453994,Daylight,Camden,None,-0.137307,3,1,Metropolitan Police,Snow,Motorway,113,14:25,Urban,Fine no high winds,Taxi/Private hire car
A20210100807,24/01/2021,Sunday,Stop sign,T or staggered junction,Slight,51.485003,Daylight,Hammersmith and Fulham,None,-0.22022,1,1,Metropolitan Police,Dry,Dual carriageway,83,09:50,Urban,Fine no high winds,Taxi/Private hire car
A20210100808,25/01/2021,Monday,Stop sign,Not at junction or within 20 metres,Moderate,51.491051,Daylight,Kensington and Chelsea,None,-0.247754,3,3,Metropolitan Police,Dry,Dual carriageway,84,08:25,Rural,Raining no high winds,Taxi/Private hire car
A20210100809,26/01/2021,Tuesday,Stop sign,Not at junction or within 20 metres,Fatal,51.448318,Darkness - lights lit,Hammersmith and Fulham,None,-0.256419,3,3,Metropolitan Police,Dry,Motorway,80,03:30,Rural,Fog or mist,Motorcycle
A20210100810,27/01/2021,Wednesday,Give way or uncontrolled,Roundabout,Moderate,51.491734,Daylight,Westminster,None,-0.138285,3,4,Metropolitan Police,Snow,Dual carriageway,95,09:45,Suburban,Fog or mist,Taxi/Private hire car
A20210100811,28/01/2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.402995,Darkness - lights lit,Hammersmith and Fulham,None,-0.154846,1,3,Metropolitan Police,Snow,Roundabout,38,05:50,Urban,Raining no high winds,Motorcycle
A20210100812,01/01/2021,Friday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.446053,Daylight,Hammersmith and Fulham,None,-0.165934,3,3,Metropolitan Police,Frost or ice,Single carriageway,53,07:15,Rural,Storm,Motorcycle
A20210100813,02/01/2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.485158,Daylight,Westminster,None,-0.152322,1,3,Metropolitan Police,Frost or ice,Single carriageway,43,11:35,Suburban,Fine no high winds,Car
A20210100814,03/01/2021,Sunday,Stop sign,Roundabout,Slight,51.448645,Daylight,Camden,None,-0.18776,1,4,Metropolitan Police,Dry,One way street,54,15:40,Rural,Raining no high winds,Taxi/Private hire car
